target_id	length	eff_length	est_counts	tpm
FBtr0085001	1618	1423.03	461.375	12.8666
FBtr0114544	1736	1541.03	507.605	13.0719
FBtr0306657	1614	1419.03	186.23	5.20812
FBtr0310660	1472	1277.03	121.681	3.78133
FBtr0310661	1615	1420.03	5586.15	156.113
FBtr0339614	2102	1907.03	0	0
FBtr0081618	1833	1638.03	6.2678	0.151851
FBtr0081619	1542	1347.03	2.7322	0.0804929
FBtr0081620	1526	1331.03	0	0
FBtr0081153	1749	1554.03	11.8537	0.302704
FBtr0081154	1792	1597.03	28.1463	0.699409
FBtr0071331	1422	1227.03	11.6306	0.376158
FBtr0307281	1211	1016.03	61.3694	2.397
FBtr0086983	1606	1411.03	6873.81	193.323
FBtr0087004	1595	1400.03	13087.3	370.967
FBtr0345521	1668	1473.03	2138.92	57.6243
FBtr0089517	1252	1057.03	1438.55	54.0083
FBtr0089518	1184	989.029	250.965	10.07
FBtr0089519	1432	1237.03	211.423	6.78257
FBtr0089520	1300	1105.03	83.7906	3.00916
FBtr0336797	1456	1261.03	238.099	7.49299
FBtr0336798	1457	1262.03	847.172	26.6394
FBtr0070025	1244	1049.03	677.333	25.6234
FBtr0301931	1247	1052.03	632.874	23.8733
FBtr0070504	1013	818.029	18	0.873226
FBtr0085611	272	77.1098	2162.04	1112.69
FBtr0346141	373	178.088	156.963	34.9773
FBtr0077850	4879	4684.03	547.299	4.6369
FBtr0077851	4266	4071.03	0.832798	0.00811817
FBtr0330658	4936	4741.03	37.7877	0.316301
FBtr0330659	4181	3986.03	470.173	4.68102
FBtr0330660	3936	3741.03	0	0
FBtr0086058	4114	3919.03	253.103	2.56296
FBtr0086059	2667	2472.03	59.0222	0.947512
FBtr0300504	3089	2894.03	195.264	2.67757
FBtr0335274	2149	1954.03	282.611	5.73959
FBtr0078481	1211	1016.03	16969.2	662.794
FBtr0334113	1328	1133.03	67.788	2.3743
FBtr0070109	5422	5227.03	0	0
FBtr0307291	6331	6136.03	816.684	5.28189
FBtr0307292	5251	5056.03	0	0
FBtr0307293	5425	5230.03	690.101	5.23638
FBtr0307294	6324	6129.03	2012.23	13.0289
FBtr0307295	5425	5230.03	201.989	1.53266
FBtr0089420	797	602.029	90	5.93264
FBtr0346440	894	699.029	0	0
FBtr0346441	924	729.029	0	0
FBtr0080344	3436	3241.03	14666.5	179.584
FBtr0080345	2651	2456.03	0	0
FBtr0080347	2385	2190.03	74.2945	1.34626
FBtr0300567	2302	2107.03	0	0
FBtr0331644	3342	3147.03	31.1517	0.392829
FBtr0331645	4147	3952.03	165.261	1.65948
FBtr0331646	3381	3186.03	120.25	1.49781
FBtr0331647	3019	2824.03	14.7695	0.207548
FBtr0331648	2431	2236.03	30.3766	0.539119
FBtr0331998	3510	3315.03	19.3704	0.231885
FBtr0075517	863	668.029	900	53.4651
FBtr0076543	2415	2220.03	2868.76	51.2813
FBtr0076544	2246	2051.03	1282.36	24.8119
FBtr0076545	1519	1324.03	66024.6	1978.93
FBtr0076546	2320	2125.03	476.548	8.89947
FBtr0112791	1854	1659.03	514.329	12.303
FBtr0331550	2110	1915.03	1914.39	39.6713
FBtr0345030	1576	1381.03	5743.97	165.056
FBtr0089988	3116	2921.03	30.6998	0.417082
FBtr0089989	3220	3025.03	0	0
FBtr0089990	3123	2928.03	599.056	8.11923
FBtr0089991	3120	2925.03	2094.61	28.4182
FBtr0089992	3127	2932.03	966.771	13.0851
FBtr0332583	3211	3016.03	15.8615	0.208704
FBtr0087702	6024	5829.03	525	3.57426
FBtr0081030	1435	1240.03	10592.2	338.984
FBtr0307350	2327	2132.03	121.898	2.26897
FBtr0340229	1356	1161.03	533.859	18.2476
FBtr0076599	1547	1352.03	11054	324.456
FBtr0070075	2430	2235.03	0	0
FBtr0084659	1413	1218.03	155.651	5.07129
FBtr0084660	1949	1754.03	193.349	4.37448
FBtr0306171	1271	1076.03	0	0
FBtr0084692	6338	6143.03	835	5.39419
FBtr0080165	2825	2630.03	161.791	2.44128
FBtr0112793	2808	2613.03	20.2088	0.306916
FBtr0082483	1577	1382.03	544	15.6208
FBtr0339146	634	439.029	713.337	64.4799
FBtr0346150	727	532.029	28.6037	2.13358
FBtr0346611	578	383.029	6771.06	701.533
FBtr0074372	2575	2380.03	324.247	5.4065
FBtr0080542	2026	1831.03	374.702	8.12106
FBtr0309960	2135	1940.03	35.5969	0.728159
FBtr0342712	2026	1831.03	374.702	8.12106
FBtr0072378	2169	1974.03	117.894	2.37006
FBtr0072379	3094	2899.03	136.106	1.86315
FBtr0300076	2244	2049.03	0	0
FBtr0084869	1894	1699.03	26	0.607289
FBtr0074388	11772	11577	1941.41	6.65493
FBtr0111000	15831	15636	21.5406	0.0546706
FBtr0343763	11877	11682	414.852	1.40928
FBtr0343764	15726	15531	73.1206	0.186837
FBtr0081664	1479	1284.03	0	0
FBtr0081665	2499	2304.03	0	0
FBtr0081666	2536	2341.03	7.04926	0.119498
FBtr0081667	2521	2326.03	6.76521	0.115422
FBtr0081668	2514	2319.03	0	0
FBtr0073855	1890	1695.03	1137.76	26.6376
FBtr0300566	852	657.029	304.215	18.3746
FBtr0307296	2003	1808.03	91.6172	2.01092
FBtr0332843	1852	1657.03	58.0715	1.39077
FBtr0332844	1810	1615.03	25.3404	0.622667
FBtr0070672	4048	3853.03	0	0
FBtr0300608	4421	4226.03	0	0
FBtr0300609	4388	4193.03	38.0688	0.3603
FBtr0308914	5402	5207.03	0.0255764	0.000194927
FBtr0308915	5390	5195.03	0.324577	0.00247943
FBtr0331162	4421	4226.03	0	0
FBtr0343569	5613	5418.03	137.581	1.00772
FBtr0079929	3276	3081.03	52	0.669777
FBtr0329984	3276	3081.03	52	0.669777
FBtr0087782	1474	1279.03	4522.06	140.307
FBtr0087783	992	797.029	5298.94	263.838
FBtr0080803	4022	3827.03	0	0
FBtr0080804	3830	3635.03	9.38333	0.10244
FBtr0080805	3018	2823.03	2986.64	41.9847
FBtr0081002	4149	3954.03	187.621	1.88306
FBtr0305688	3705	3510.03	232.172	2.62495
FBtr0330225	5361	5166.03	545.587	4.19112
FBtr0330226	4149	3954.03	187.621	1.88306
FBtr0084949	3013	2818.03	499	7.02713
FBtr0070261	3867	3672.03	15.391	0.166335
FBtr0070262	4419	4224.03	0	0
FBtr0070263	4155	3960.03	0	0
FBtr0070265	8223	8028.03	72.9257	0.360491
FBtr0070266	4236	4041.03	0	0
FBtr0300427	4305	4110.03	60.7468	0.586545
FBtr0300428	3981	3786.03	32.2139	0.337662
FBtr0300429	3119	2924.03	3.49352	0.0474137
FBtr0303562	9822	9627.03	0	0
FBtr0303563	4213	4018.03	10.5292	0.103994
FBtr0303564	4546	4351.03	26.3958	0.24075
FBtr0308319	4368	4173.03	49.8744	0.474295
FBtr0330406	4188	3993.03	0	0
FBtr0332293	4235	4040.03	0	0
FBtr0075523	5327	5132.03	265.303	2.05152
FBtr0075524	5322	5127.03	42.7947	0.331243
FBtr0075525	5339	5144.03	276.693	2.13461
FBtr0075526	5553	5358.03	35.5163	0.263055
FBtr0330160	5339	5144.03	276.693	2.13461
FBtr0333580	5351	5156.03	0	0
FBtr0075621	532	337.067	1	0.117735
FBtr0070638	1450	1255.03	87	2.75098
FBtr0077423	1352	1157.03	0	0
FBtr0079084	4585	4390.03	205.368	1.85647
FBtr0079085	4065	3870.03	0	0
FBtr0302567	2514	2319.03	0.0229967	0.000393533
FBtr0302568	4549	4354.03	95.9965	0.874957
FBtr0310624	4525	4330.03	0	0
FBtr0310625	4666	4471.03	334.713	2.9709
FBtr0342939	3010	2815.03	18.8996	0.266435
FBtr0080087	1535	1340.03	581.513	17.2214
FBtr0300982	1655	1460.03	10.7952	0.29342
FBtr0302378	1797	1602.03	67.6913	1.67682
FBtr0071379	2934	2739.03	26	0.376703
FBtr0301342	2915	2720.03	1667.15	24.3233
FBtr0343875	3116	2921.03	58.1299	0.789744
FBtr0072117	2738	2543.03	0	0
FBtr0346612	2498	2303.03	63.9912	1.10267
FBtr0082119	2993	2798.03	1777.35	25.2083
FBtr0301093	4774	4579.03	54.652	0.473648
FBtr0302382	4378	4183.03	0	0
FBtr0083194	2617	2422.03	0.000940827	1.54153e-05
FBtr0083195	2594	2399.03	73.6863	1.21892
FBtr0083196	2629	2434.03	24.3127	0.396397
FBtr0085484	7026	6831.03	682.778	3.96658
FBtr0346613	6398	6203.03	790.992	5.06047
FBtr0080844	1893	1698.03	68.5449	1.60196
FBtr0080845	2005	1810.03	1776.49	38.9493
FBtr0080846	2356	2161.03	1134.79	20.839
FBtr0080847	2178	1983.03	96.1764	1.9247
FBtr0337081	1999	1804.03	0	0
FBtr0081412	2516	2321.03	1940.96	33.1863
FBtr0081413	2353	2158.03	0	0
FBtr0335152	2570	2375.03	0	0
FBtr0088001	1488	1293.03	17933	550.387
FBtr0088002	695	500.029	0	0
FBtr0304963	5672	5477.03	4001.88	28.9962
FBtr0304964	3406	3211.03	8529.43	105.414
FBtr0345018	1435	1240.03	2816.27	90.129
FBtr0077511	4305	4110.03	232.064	2.24071
FBtr0077512	3629	3434.03	75.4853	0.872331
FBtr0077513	3861	3666.03	122.221	1.32304
FBtr0290077	4294	4099.03	512.217	4.95901
FBtr0290078	4537	4342.03	429.566	3.92608
FBtr0290079	3059	2864.03	425.38	5.89416
FBtr0290080	3713	3518.03	3201.72	36.1166
FBtr0290081	4286	4091.03	1256.58	12.1893
FBtr0290082	3721	3526.03	2160.76	24.3189
FBtr0074727	3173	2978.03	9.75904	0.130047
FBtr0074728	3097	2902.03	189.482	2.59113
FBtr0331158	3173	2978.03	9.75904	0.130047
FBtr0073558	3121	2926.03	44.2158	0.599683
FBtr0073560	1331	1136.03	0	0
FBtr0073561	966	771.029	20.9186	1.07667
FBtr0073562	2392	2197.03	1298.02	23.446
FBtr0100540	1043	848.029	0	0
FBtr0299569	997	802.029	16.3875	0.810859
FBtr0307896	2376	2181.03	975.442	17.7485
FBtr0308084	1600	1405.03	69.5177	1.96351
FBtr0308085	934	739.029	8.27946	0.444594
FBtr0333204	2006	1811.03	809.22	17.7322
FBtr0075058	1993	1798.03	20259	447.14
FBtr0079851	5114	4919.03	6134.03	49.4867
FBtr0079852	5312	5117.03	0	0
FBtr0335495	4480	4285.03	42.9732	0.397985
FBtr0085727	1349	1154.03	1147.14	39.4477
FBtr0335454	1346	1151.03	24.8632	0.857224
FBtr0085612	339	144.088	439	120.909
FBtr0085614	355	160.088	51	12.6425
FBtr0085640	425	230.067	2	0.344984
FBtr0085616	386	191.088	10	2.07678
FBtr0085613	166	40.5224	0	0
FBtr0089614	201	14.435	0	0
FBtr0083126	4114	3919.03	683.68	6.92305
FBtr0083127	4176	3981.03	569.32	5.67523
FBtr0089647	3703	3508.03	1117.97	12.6471
FBtr0089648	3679	3484.03	0	0
FBtr0089649	3763	3568.03	1002.33	11.1482
FBtr0304887	4231	4036.03	647.04	6.36209
FBtr0336835	3576	3381.03	558.657	6.55721
FBtr0080235	4142	3947.03	0	0
FBtr0080236	4408	4213.03	409.505	3.85733
FBtr0307093	5189	4994.03	120.495	0.957504
FBtr0087526	3058	2863.03	38.5503	0.534348
FBtr0087527	3361	3166.03	0	0
FBtr0087528	2866	2671.03	78.875	1.17188
FBtr0087529	2881	2686.03	0	0
FBtr0112795	5066	4871.03	86.5687	0.705282
FBtr0290034	3364	3169.03	0	0
FBtr0290035	4692	4497.03	275.28	2.42924
FBtr0339960	3040	2845.03	117.465	1.63849
FBtr0339961	4728	4533.03	530.278	4.64235
FBtr0339962	3385	3190.03	148.079	1.84214
FBtr0346946	4814	4619.03	813.904	6.9927
FBtr0079001	5635	5440.03	887.217	6.47219
FBtr0079002	6101	5906.03	2456.52	16.5062
FBtr0079003	6000	5805.03	362.262	2.47651
FBtr0089367	4011	3816.03	409.118	4.25461
FBtr0089368	2824	2629.03	0	0
FBtr0080838	6624	6429.03	60.3507	0.372529
FBtr0080839	6575	6380.03	667.668	4.15299
FBtr0321313	6170	5975.03	184.425	1.2249
FBtr0079233	1005	810.029	4858.22	238.012
FBtr0079234	1513	1318.03	589.825	17.7591
FBtr0079235	1402	1207.03	5123.11	168.438
FBtr0079236	2091	1896.03	1490.41	31.1949
FBtr0309212	988	793.029	376.294	18.8304
FBtr0309213	1275	1080.03	40.1411	1.47495
FBtr0070064	2054	1859.03	19.4507	0.415214
FBtr0070065	2110	1915.03	204.549	4.23882
FBtr0080723	7241	7046.03	0	0
FBtr0080724	7236	7041.03	0	0
FBtr0343686	7087	6892.03	342.692	1.97324
FBtr0343687	7404	7209.03	128.308	0.706318
FBtr0079095	615	420.029	2135.42	201.756
FBtr0329967	689	494.029	294.067	23.622
FBtr0329968	674	479.029	52.474	4.34715
FBtr0074179	5696	5501.03	2558.4	18.4564
FBtr0074180	5653	5458.03	62.9552	0.457739
FBtr0074181	5734	5539.03	612.801	4.39045
FBtr0074182	5793	5598.03	0	0
FBtr0112797	5683	5488.03	48.4012	0.349995
FBtr0112798	5577	5382.03	13.3863	0.0987044
FBtr0339445	5788	5593.03	129.055	0.915697
FBtr0079334	3320	3125.03	163.205	2.07254
FBtr0079335	3075	2880.03	141.864	1.95478
FBtr0306113	2832	2637.03	177.93	2.67768
FBtr0071687	1844	1649.03	299	7.19558
FBtr0071033	1469	1274.03	261.143	8.13432
FBtr0332315	1774	1579.03	46.5943	1.17102
FBtr0344723	1790	1595.03	3.57621	0.0889768
FBtr0080848	811	616.029	335.891	21.6381
FBtr0080849	878	683.029	200.937	11.6746
FBtr0337082	1132	937.029	181.172	7.67292
FBtr0073754	3087	2892.03	1234.21	16.9359
FBtr0333329	3024	2829.03	4.78881	0.0671758
FBtr0079320	1655	1460.03	20.8315	0.566214
FBtr0333350	1587	1392.03	0.168542	0.00480488
FBtr0089015	4763	4568.03	26.3287	0.22873
FBtr0336916	4416	4221.03	276.671	2.60117
FBtr0076572	515	320.067	27	3.34769
FBtr0076574	522	327.067	0	0
FBtr0076571	649	454.029	37	3.23401
FBtr0076573	651	456.029	1	0.0870223
FBtr0071203	1116	921.029	0	0
FBtr0071204	1112	917.029	0	0
FBtr0300448	1249	1054.03	0	0
FBtr0081512	1905	1710.03	13304.3	308.753
FBtr0081513	2515	2320.03	1481.64	25.3439
FBtr0332001	2244	2049.03	547.161	10.5972
FBtr0332002	1878	1683.03	2401.89	56.6348
FBtr0070495	3837	3642.03	104.913	1.14316
FBtr0070496	3780	3585.03	152.087	1.68354
FBtr0070418	2332	2137.03	199	3.69543
FBtr0070378	4560	4365.03	979.686	8.90682
FBtr0070379	7664	7469.03	1620.55	8.61037
FBtr0070380	4106	3911.03	402.372	4.08281
FBtr0333260	7119	6924.03	278.387	1.59556
FBtr0111126	2156	1961.03	225.602	4.56543
FBtr0334157	2764	2569.03	76.0568	1.17487
FBtr0290322	4002	3807.03	3715.27	38.7282
FBtr0346452	4306	4111.03	581.494	5.61329
FBtr0070804	1893	1698.03	138.586	3.23888
FBtr0340464	1308	1113.03	242.066	8.63077
FBtr0340465	1742	1547.03	14.6059	0.374672
FBtr0071610	4329	4134.03	450	4.31978
FBtr0076075	2555	2360.03	890.483	14.9738
FBtr0304650	2916	2721.03	72.5169	1.05762
FBtr0071911	2633	2438.03	1149.39	18.7091
FBtr0071913	2556	2361.03	0	0
FBtr0071914	2548	2353.03	6.886	0.116135
FBtr0309858	2627	2432.03	61.7197	1.00711
FBtr0080932	1465	1270.03	4187.36	130.843
FBtr0331931	1557	1362.03	1391.64	40.5474
FBtr0080889	681	486.029	3764.14	307.345
FBtr0344849	634	439.029	17554.9	1586.82
FBtr0075746	2935	2740.03	118.491	1.71614
FBtr0333034	1612	1417.03	19.2047	0.537838
FBtr0333035	1928	1733.03	34.7414	0.795544
FBtr0333036	2619	2424.03	92.5627	1.51538
FBtr0081987	1811	1616.03	1335.41	32.7934
FBtr0081988	1734	1539.03	1090.67	28.1234
FBtr0301524	1597	1402.03	90.9294	2.57377
FBtr0080008	3162	2967.03	6.31745e-08	8.44973e-10
FBtr0332195	3603	3408.03	142.836	1.66325
FBtr0332196	3103	2908.03	1266.12	17.2782
FBtr0075318	8461	8266.03	666.309	3.19891
FBtr0305084	7990	7795.03	193.158	0.983372
FBtr0305085	8449	8254.03	0.0446291	0.000214573
FBtr0305086	7842	7647.03	230.634	1.19689
FBtr0330189	8301	8106.03	0.0457739	0.000224095
FBtr0330190	8449	8254.03	0.0446291	0.000214573
FBtr0333625	8067	7872.03	129.652	0.653607
FBtr0333626	8076	7881.03	86.1116	0.433612
FBtr0085713	3440	3245.03	14578.7	178.288
FBtr0085714	3349	3154.03	586.321	7.37722
FBtr0081166	1929	1734.03	718.327	16.4395
FBtr0081167	2085	1890.03	40.1005	0.841985
FBtr0290291	2797	2602.03	436.572	6.65835
FBtr0088010	467	272.067	288	42.0087
FBtr0071145	5696	5501.03	1.55483	0.0112166
FBtr0071146	3737	3542.03	0	0
FBtr0071147	3751	3556.03	44.6451	0.498231
FBtr0309795	3686	3491.03	0	0
FBtr0309796	3612	3417.03	0	0
FBtr0310269	5683	5488.03	1.13808e-06	8.2296e-09
FBtr0081621	2739	2544.03	59	0.920349
FBtr0078042	2583	2388.03	370.657	6.15964
FBtr0081890	1355	1160.03	388.841	13.3023
FBtr0300442	1472	1277.03	1004.16	31.205
FBtr0088366	6466	6271.03	109.823	0.694991
FBtr0088368	6071	5876.03	1.50984	0.0101969
FBtr0112799	4233	4038.03	11.9855	0.117791
FBtr0302438	6385	6190.03	12.6798	0.0812911
FBtr0306345	7524	7329.03	398.913	2.16
FBtr0306346	4175	3980.03	55.8659	0.557036
FBtr0330609	6071	5876.03	1.50984	0.0101969
FBtr0073205	1975	1780.03	15.5075	0.345729
FBtr0076305	2103	1908.03	21.0167	0.437122
FBtr0076307	2046	1851.03	0	0
FBtr0301385	2426	2231.03	111.217	1.97828
FBtr0331551	1947	1752.03	46.0356	1.04274
FBtr0339899	2070	1875.03	8.73069	0.184783
FBtr0082831	2034	1839.03	578.132	12.4756
FBtr0082832	2047	1852.03	55.3731	1.18652
FBtr0082833	1938	1743.03	955.575	21.7562
FBtr0345229	1813	1618.03	1578.92	38.7254
FBtr0082597	1747	1552.03	750.96	19.2017
FBtr0344982	1951	1756.03	43.0399	0.972663
FBtr0074250	3247	3052.03	16.9557	0.22047
FBtr0100384	3067	2872.03	200.044	2.76414
FBtr0083739	5278	5083.03	137.934	1.07689
FBtr0083740	3546	3351.03	53.0656	0.628431
FBtr0304658	4581	4386.03	0	0
FBtr0081260	7606	7411.03	153.499	0.821956
FBtr0112800	8456	8261.03	246.189	1.18265
FBtr0305950	7355	7160.03	0	0
FBtr0331239	8424	8229.03	0	0
FBtr0331240	8637	8442.03	372.375	1.75048
FBtr0331241	7782	7587.03	34.285	0.179331
FBtr0331242	8494	8299.03	478.653	2.28884
FBtr0086133	1674	1479.03	2315	62.1151
FBtr0083538	1228	1033.03	905	34.7663
FBtr0070509	4093	3898.03	0	0
FBtr0070511	3834	3639.03	0	0
FBtr0070512	3792	3597.03	255.666	2.82066
FBtr0070513	3831	3636.03	44.495	0.485631
FBtr0070515	3828	3633.03	2238.09	24.4473
FBtr0070517	2841	2646.03	0	0
FBtr0070518	2386	2191.03	0	0
FBtr0070519	11128	10933	158.457	0.575166
FBtr0070520	2604	2409.03	0	0
FBtr0070521	2435	2240.03	108.115	1.91538
FBtr0070522	2167	1972.03	78.0721	1.5711
FBtr0333312	10159	9964.03	530.595	2.11325
FBtr0333313	8328	8133.03	703.797	3.43414
FBtr0333314	7521	7326.03	1785.66	9.67281
FBtr0333315	9576	9381.03	296.381	1.25378
FBtr0333316	8691	8496.03	1350.05	6.30606
FBtr0333317	9456	9261.03	0.621128	0.00266161
FBtr0070269	3161	2966.03	281	3.7597
FBtr0075528	2003	1808.03	1394.26	30.6027
FBtr0075529	2881	2686.03	3331.74	49.2247
FBtr0077771	3723	3528.03	122.77	1.38097
FBtr0077772	3177	2982.03	240.49	3.20042
FBtr0077773	4230	4035.03	153.277	1.50749
FBtr0077775	3216	3021.03	77.4627	1.01756
FBtr0085441	2552	2357.03	253	4.25969
FBtr0078045	12427	12232	208.734	0.677202
FBtr0343249	12134	11939	106.266	0.353221
FBtr0073454	2844	2649.03	1885	28.2389
FBtr0078989	569	374.067	55	5.83494
FBtr0081759	4010	3815.03	0	0
FBtr0081760	3627	3432.03	0	0
FBtr0081761	3238	3043.03	0	0
FBtr0330073	3621	3426.03	794.688	9.20509
FBtr0330074	4010	3815.03	0	0
FBtr0339710	6941	6746.03	602.312	3.5432
FBtr0070487	2002	1807.03	129	2.833
FBtr0070914	3828	3633.03	350	3.82315
FBtr0084106	3142	2947.03	476	6.40981
FBtr0089320	2012	1817.03	8	0.174723
FBtr0343855	1503	1308.03	0	0
FBtr0083083	1430	1235.03	107.919	3.46771
FBtr0334588	1527	1332.03	16.0811	0.479097
FBtr0073955	9215	9020.03	373.103	1.64151
FBtr0111009	9503	9308.03	4.0622e-07	1.73191e-09
FBtr0303285	3649	3454.03	0	0
FBtr0303286	9497	9302.03	181.869	0.775898
FBtr0310014	3643	3448.03	16.882	0.194301
FBtr0310015	3670	3475.03	0	0
FBtr0310016	9455	9260.03	100.146	0.429183
FBtr0074211	2263	2068.03	26.2317	0.503376
FBtr0074212	2195	2000.03	698.448	13.8586
FBtr0074214	2395	2200.03	113.949	2.05544
FBtr0308617	4627	4432.03	144.553	1.29434
FBtr0308618	2442	2247.03	0	0
FBtr0308619	2401	2206.03	17.6713	0.317892
FBtr0343519	2331	2136.03	30.3796	0.564413
FBtr0343520	4575	4380.03	132.767	1.20292
FBtr0072521	9020	8825.03	0	0
FBtr0072522	8960	8765.03	317.005	1.43528
FBtr0072523	7834	7639.03	0	0
FBtr0301348	8975	8780.03	82.2871	0.371928
FBtr0301349	7362	7167.03	400.277	2.21638
FBtr0332101	8652	8457.03	330.039	1.54871
FBtr0332102	9296	9101.03	1585.24	6.91237
FBtr0332103	8605	8410.03	0	0
FBtr0332104	8517	8322.03	428.152	2.0417
FBtr0070606	6759	6564.03	49.4644	0.299051
FBtr0112801	6863	6668.03	52.52	0.312572
FBtr0112802	6681	6486.03	189.267	1.15803
FBtr0072903	2204	2009.03	432	8.53336
FBtr0086008	5108	4913.03	23.9351	0.193334
FBtr0086009	3740	3545.03	201.531	2.25602
FBtr0086010	5233	5038.03	0	0
FBtr0086011	4092	3897.03	100.878	1.02728
FBtr0086012	4984	4789.03	0	0
FBtr0302439	8415	8220.03	225.656	1.08942
FBtr0077465	5065	4870.03	0	0
FBtr0334265	6378	6183.03	1301.98	8.35653
FBtr0334266	5112	4917.03	100.919	0.814503
FBtr0078408	967	772.029	0	0
FBtr0344634	546	351.067	18	2.03472
FBtr0081688	652	457.029	1	0.0868319
FBtr0088035	2029	1834.03	123459	2671.4
FBtr0331927	2278	2083.03	431.284	8.21658
FBtr0345022	1979	1784.03	29784.6	662.541
FBtr0345023	2076	1881.03	0	0
FBtr0085832	2606	2411.03	3785.88	62.3142
FBtr0085833	2594	2399.03	297.597	4.92285
FBtr0085834	2591	2396.03	0.056442	0.00093483
FBtr0085835	2603	2408.03	2578.46	42.4934
FBtr0085911	2771	2576.03	54036.2	832.448
